Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetMatchingAccessibleMethod,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testNullArgument,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetOverrideHierarchyIncludingInterfaces,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetOverrideHierarchyExcludingInterfaces,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetMethodsWithAnnotation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetMethodsWithAnnotationSearchSupersAndIgnoreAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetMethodsWithAnnotationNotSearchSupersButIgnoreAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetMethodsWithAnnotationSearchSupersButNotIgnoreAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetMethodsWithAnnotationNotSearchSupersAndNotIgnoreAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetAnnotationSearchSupersAndIgnoreAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetAnnotationNotSearchSupersButIgnoreAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetAnnotationSearchSupersButNotIgnoreAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetAnnotationNotSearchSupersAndNotIgnoreAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetMethodsListWithAnnotation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testInvokeMethodForceAccessWithArgs,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testDistance,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.reflect,MethodUtilsTest,testGetMatchingMethod,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-lang,org.apache.commons.lang3.reflect,ConstructorUtilsTest,ConstructorUtilsTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.
commons-lang,org.apache.commons.lang3.reflect,ConstructorUtilsTest,testInvokeConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-lang,org.apache.commons.lang3.reflect,ConstructorUtilsTest,testInvokeExactConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.reflect,ConstructorUtilsTest,testGetAccessibleConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.reflect,ConstructorUtilsTest,testGetAccessibleConstructorFromDescription,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.reflect,ConstructorUtilsTest,testGetMatchingAccessibleMethod,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.reflect,ConstructorUtilsTest,testNullArgument,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.reflect,InheritanceUtilsTest,testDistanceGreaterThanZero,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.reflect,Lang1703Test,testStackOverflowError,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testGetField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testGetFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testGetAllFields,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testGetAllFieldsList,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testGetFieldsWithAnnotation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testGetFieldsListWithAnnotation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testGetDeclaredField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testGetDeclaredFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadStaticFieldIllegalArgumentException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadStaticFieldIllegalArgumentException,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.reflect.FieldUtils.readStaticField; org.apache.commons.lang3.reflect.FieldUtils.getField
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadStaticFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadStaticFieldForceAccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.reflect.FieldUtils.readStaticField; org.apache.commons.lang3.reflect.FieldUtils.getField
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadNamedStaticField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadNamedStaticFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadDeclaredNamedStaticField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadDeclaredNamedStaticFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadField,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.reflect.FieldUtils.getDeclaredField; org.apache.commons.lang3.reflect.FieldUtils.getDeclaredField; org.apache.commons.lang3.reflect.FieldUtils.readField
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadFieldForceAccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.reflect.FieldUtils.readField; org.apache.commons.lang3.reflect.FieldUtils.getDeclaredField; org.apache.commons.lang3.reflect.FieldUtils.getDeclaredField
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadNamedField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadNamedFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadDeclaredNamedField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testReadDeclaredNamedFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteStaticField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteStaticFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteNamedStaticField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteNamedStaticFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteDeclaredNamedStaticField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteDeclaredNamedStaticFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteNamedField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteNamedField,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.reflect.FieldUtils.writeField; org.apache.commons.lang3.reflect.FieldUtils.readField
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteNamedFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteNamedFieldForceAccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.reflect.FieldUtils.readField; org.apache.commons.lang3.reflect.FieldUtils.writeField
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteDeclaredNamedField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteDeclaredNamedField,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.reflect.FieldUtils.writeDeclaredField; org.apache.commons.lang3.reflect.FieldUtils.readDeclaredField
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteDeclaredNamedFieldForceAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testWriteDeclaredNamedFieldForceAccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.reflect.FieldUtils.writeDeclaredField; org.apache.commons.lang3.reflect.FieldUtils.readDeclaredField
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testRemoveFinalModifier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testRemoveFinalModifier,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testRemoveFinalModifierWithAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testRemoveFinalModifierWithAccess,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testRemoveFinalModifierWithoutAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testRemoveFinalModifierWithoutAccess,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testRemoveFinalModifierAccessNotNeeded,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.reflect,FieldUtilsTest,testRemoveFinalModifierAccessNotNeeded,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-lang,org.apache.commons.lang3.function,MethodInvokersFailableSupplierTest,testSupplierStatic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.function,TriFunctionTest,testAccept,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.function,TriFunctionTest,testAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.function,MethodInvokersSupplierTest,testSupplierStaticGetMethod,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.function,MethodInvokersSupplierTest,testSupplierStaticGetMethodToString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.function,TriConsumerTest,testAccept,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.function,TriConsumerTest,testAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.function,BooleanConsumerTest,testAccept,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.function,BooleanConsumerTest,testAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-lang,org.apache.commons.lang3.function,BooleanConsumerTest,testAndThen,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.function.BooleanConsumer.nop; org.apache.commons.lang3.function.BooleanConsumer.andThen; org.apache.commons.lang3.function.BooleanConsumer.accept
commons-lang,org.apache.commons.lang3.function,BooleanConsumerTest,testAndThen,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-lang,org.apache.commons.lang3.function,MethodInvokersFunctionTest,testBuildVarArg,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.function,MethodInvokersFunctionTest,testFindAndInvoke,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAcceptBiConsumer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAcceptConsumer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAcceptDoubleConsumer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAcceptIntConsumer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAcceptLongConsumer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAcceptObjDoubleConsumer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAcceptObjIntConsumer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAcceptObjLongConsumer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testApplyBiFunction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testApplyDoubleBinaryOperator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testApplyFunction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAsCallable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAsCallable,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAsConsumer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAsRunnable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testAsSupplier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testBiConsumer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testBiConsumerAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testBiFunction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testBiFunctionAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testBiFunctionAndThen,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.function.FailableFunction.nop; org.apache.commons.lang3.function.FailableBiFunction.nop
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testBiFunctionAndThen,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testBiPredicate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testBiPredicateAnd,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testBiPredicateNegate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testBiPredicateNegate,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.function.FailableBiPredicate.negate; org.apache.commons.lang3.function.FailableBiPredicate.falsePredicate; org.apache.commons.lang3.function.FailableBiPredicate.truePredicate
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testBiPredicateOr,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testCallable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testConsumerAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testDoubleConsumerAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testDoublePredicateAnd,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testDoublePredicateNegate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testDoublePredicateNegate,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.function.FailableDoublePredicate.truePredicate; org.apache.commons.lang3.function.FailableDoublePredicate.test; org.apache.commons.lang3.function.FailableDoublePredicate.negate; org.apache.commons.lang3.function.FailableDoublePredicate.falsePredicate
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testDoublePredicateOr,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testDoubleUnaryOperatorAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testDoubleUnaryOperatorCompose,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testFunction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testFunctionAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testFunctionAndThen,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testFunctionCompose,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testGetAsBooleanSupplier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testGetAsDoubleSupplier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testGetAsIntSupplier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testGetAsLongSupplier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testGetAsShortSupplier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testGetFromSupplier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testGetSupplier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testIntConsumerAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testIntPredicateAnd,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testIntPredicateNegate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testIntPredicateNegate,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.function.FailableIntPredicate.negate; org.apache.commons.lang3.function.FailableIntPredicate.test; org.apache.commons.lang3.function.FailableIntPredicate.truePredicate; org.apache.commons.lang3.function.FailableIntPredicate.falsePredicate
